Player,Years,Term,Position,Status,Age,2026-27,2027-28,2028-29,2029-30,2030-31,2031-32
Christian Dvorak C,5 UFA,"NTC","C",NHL,30,5.15,5.15,5.15,5.15,5.15,UFA,,,,False
Ryan Nugent-Hopkins LW,3 UFA,"NMC","LW, C",NHL,33,5.125,5.125,5.125,UFA,,,,,,False
Bryan Rust RW,2 UFA,"","RW",NHL,34,5.125,5.125,UFA,,,,0,710,710,False
Jackson Blake RW,8 UFA,"","RW",NHL,23,5.117002,5.117002,5.117002,5.117002,5.117002,5.117002,0,162,162,False
Martin Fehervary D,7 UFA,"","LD",NHL,26,5.1,5.1,5.1,5.1,5.1,5.1,0,380,380,False
Mike Matheson D,5 UFA,"NMC","LD",NHL,32,5.1,5.1,5.1,5.1,5.1,UFA,,,,False
Jonas Brodin D,2 UFA,"","LD",NHL,33,5.1,5.1,UFA,,,,0,915,915,False
Sean Durzi D,2 UFA,"M-NTC","RD",NHL,27,5.1,5.1,UFA,,,,,,,False
J.T. Compher C,2 UFA,"M-NTC","C",NHL,31,5.1,5.1,UFA,,,,,,,False
Adam Lowry C,5 UFA,"NMC","C",NHL,33,5.0,5.0,5.0,5.0,5.0,UFA,,,,False
Joey Daccord G,4 UFA,"","G",NHL,30,5.0,5.0,5.0,5.0,UFA,,0,173,173,False
Anton Lundell C,4 UFA,"","C",NHL,24,5.0,5.0,5.0,5.0,UFA,,0,359,359,False
Jet Greaves G,3 UFA,"","G",NHL,25,5.0,5.0,5.0,UFA,,,0,76,76,True
Ryan McLeod C,3 UFA,"","C",NHL,26,5.0,5.0,5.0,UFA,,,0,379,379,False
Joel Farabee RW,2 UFA,"","RW, LW",NHL,26,5.0,5.0,UFA,,,,0,497,497,False
Ivan Barbashev LW,2 UFA,"M-NTC","LW",NHL,30,5.0,5.0,UFA,,,,,,,False
Rickard Rakell LW,2 UFA,"M-NTC","LW, C, RW",NHL,33,5.0,5.0,UFA,,,,,,,False
Dylan Strome C,2 UFA,"","C",NHL,29,5.0,5.0,UFA,,,,0,598,598,False
Viktor Arvidsson RW,2 UFA,"M-NTC","RW, LW",NHL,33,5.0,5.0,UFA,,,,,,,False
Marco Rossi C,2 RFA,"","C",NHL,24,5.0,5.0,RFA,,,,0,235,235,False
Ryan Strome C,1 UFA,"","C, RW",NHL,33,5.0,UFA,,,,,0,916,916,False
Jared McCann LW,1 UFA,"M-NTC","LW, RW",NHL,30,5.0,UFA,,,,,,,,False
Andrei Kuzmenko LW,1 UFA,"M-NTC","LW, RW",NHL,30,5.0,UFA,,,,,,,,False
Claude Giroux RW,1 UFA,"NMC","RW",NHL,38,5.0,UFA,,,,,,,,False
Drake Batherson RW,1 UFA,"","RW, LW",NHL,28,4.975,UFA,,,,,0,470,470,False
Blake Coleman RW,1 UFA,"M-NTC","RW, LW",NHL,34,4.9,UFA,,,,,,,,False
Gustav Forsling D,6 UFA,"NMC","LD",NHL,30,4.8875,4.8875,4.8875,4.8875,4.8875,4.8875,,,,False
Matt Roy D,4 UFA,"","RD",NHL,31,4.8875,4.8875,4.8875,4.8875,UFA,,0,517,517,False
Adam Pelech D,3 UFA,"M-NTC","LD",NHL,32,4.8875,4.8875,4.8875,UFA,,,,,,False
Dylan Samberg D,2 UFA,"","LD",NHL,27,4.8875,4.8875,UFA,,,,0,282,282,False
Jean-Gabriel Pageau C,3 UFA,"NTC","C",NHL,33,4.85,4.85,4.85,UFA,,,,,,False
Jesperi Kotkaniemi C,4 UFA,"M-NTC","C, RW, LW",NHL,26,4.82,4.82,4.82,4.82,UFA,,,,,False
Barrett Hayton C,1 UFA,"","C",NHL,26,4.775,UFA,,,,,0,358,358,False
Karel Vejmelka G,4 UFA,"M-NTC","G",NHL,30,4.75,4.75,4.75,4.75,UFA,,0,262,262,False
Ukko-Pekka Luukkonen G,3 UFA,"M-NTC","G",NHL,27,4.75,4.75,4.75,UFA,,,0,190,190,False
Anthony Mantha LW,2 UFA,"","LW, RW",NHL,31,4.75,4.75,UFA,,,,0,588,588,False
Kyle Palmieri RW,1 UFA,"M-NTC","RW, C",NHL,35,4.75,UFA,,,,,,,,False
Pavel Zacha C,1 UFA,"M-NTC","C",NHL,29,4.75,UFA,,,,,,,,False
Jason Zucker LW,1 UFA,"M-NTC","LW",NHL,34,4.75,UFA,,,,,,,,False
Kaiden Guhle D,5 UFA,"","LD, RD",NHL,24,4.7175,4.7175,4.7175,4.7175,4.7175,UFA,0,208,208,False
Marcus Pettersson D,5 UFA,"NMC","LD",NHL,30,4.675,4.675,4.675,4.675,4.675,UFA,,,,False
Brett Pesce D,4 UFA,"NTC","RD, LD",NHL,31,4.675,4.675,4.675,4.675,UFA,,,,,False
Nicolas Hague D,3 UFA,"","LD",NHL,27,4.675,4.675,4.675,UFA,,,0,426,426,False
Braden Schneider D,1 RFA,"","RD, LD",NHL,24,4.675,RFA,,,,,0,368,368,False
Cole Sillinger LW,3 UFA,"","LW, RW",NHL,23,4.625,4.625,4.625,UFA,,,0,367,367,False
Roman Kantserov RW,3 RFA,"ELC","RW",Minor,21,4.575,4.575,4.575,RFA,,,,,,True
Gavin McKenna LW,3 RFA,"ELC50","LW",NHL,18,4.575,4.575,4.575,RFA,,,,,,True
Kevin Bahl D,5 UFA,"","LD",NHL,26,4.5475,4.5475,4.5475,4.5475,4.5475,UFA,0,297,297,False
Kaapo Kakko RW,2 UFA,"","RW, LW",NHL,25,4.525,4.525,UFA,,,,0,444,444,False
Jack Drury C,5 UFA,"","C",NHL,26,4.5,4.5,4.5,4.5,4.5,UFA,0,268,268,False
Kevin Lankinen G,4 UFA,"NMC","G",NHL,31,4.5,4.5,4.5,4.5,UFA,,0,210,210,False
Peyton Krebs LW,4 UFA,"","LW, C",NHL,25,4.5,4.5,4.5,4.5,UFA,,0,378,378,False
Matt Duchene C,3 UFA,"NMC","C, LW",NHL,35,4.5,4.5,4.5,UFA,,,,,,False
Artturi Lehkonen LW,1 UFA,"M-NTC","LW",NHL,31,4.5,UFA,,,,,,,,False
Ryan O'Reilly C,1 UFA,"","C",NHL,35,4.5,UFA,,,,,0,1233,1233,False
Oliver Bjorkstrand RW,1 UFA,"M-NTC","RW, LW",NHL,31,4.5,UFA,,,,,,,,False
Macklin Celebrini C,6 UFA,"ELC","C",NHL,20,4.475,18.8,18.8,18.8,18.8,18.8,,,,True
Esa Lindell D,4 UFA,"M-NTC","LD",NHL,32,4.4625,4.4625,4.4625,4.4625,UFA,,,,,False
Adam Larsson D,3 UFA,"NTC","RD",NHL,33,4.4625,4.4625,4.4625,UFA,,,,,,False
Filip Chytil C,1 UFA,"","C, LW",NHL,26,4.4375,UFA,,,,,0,405,405,False
Erik Cernak D,5 UFA,"NTC","RD",NHL,29,4.42,4.42,4.42,4.42,4.42,UFA,,,,False
John Tavares C,3 UFA,"NMC","C",NHL,35,4.38,4.38,4.38,UFA,,,,,,False
Cam York D,4 UFA,"","LD, RD",NHL,25,4.3775,4.3775,4.3775,4.3775,UFA,,0,309,309,False
Morgan Frost C,1 UFA,"M-NTC","C",NHL,27,4.375,UFA,,,,,,,,False
Rasmus Ristolainen D,1 UFA,"","RD",NHL,31,4.335,UFA,,,,,0,820,820,False
Ivar Stenberg LW,3 RFA,"ELC50","LW",Minor,18,4.325,4.325,4.325,RFA,,,,,,True
Lawson Crouse RW,1 UFA,"","RW, LW",NHL,29,4.3,UFA,,,,,0,666,666,False
Fabian Zetterlund RW,2 UFA,"","RW, LW",NHL,27,4.275,4.275,UFA,,,,0,329,329,False
Niko Mikkola D,8 UFA,"NMC","LD",NHL,30,4.25,4.25,4.25,4.25,4.25,4.25,,,,False
A.J. Greer RW,4 UFA,"M-NTC","RW, LW",NHL,29,4.25,4.25,4.25,4.25,UFA,,,,,False
Jack McBain C,4 UFA,"","C, LW",NHL,26,4.25,4.25,4.25,4.25,UFA,,0,316,316,False
Nikita Zadorov D,4 UFA,"M-NTC","LD",NHL,31,4.25,4.25,4.25,4.25,UFA,,,,,False
Jordan Spence D,4 UFA,"","RD",NHL,25,4.25,4.25,4.25,4.25,UFA,,0,253,253,False
Collin Graf LW,3 RFA,"","LW, RW",NHL,23,4.25,4.25,4.25,RFA,,,0,121,121,False
Jamie Oleksiak D,2 UFA,"M-NTC","RD, LD",NHL,33,4.25,4.25,UFA,,,,,,,False
Colton Sissons C,2 UFA,"M-NTC","C, RW",NHL,32,4.25,4.25,UFA,,,,,,,False
Samuel Girard D,1 UFA,"M-NTC","LD, RD",NHL,28,4.25,UFA,,,,,,,,False
Matvei Michkov LW,1 RFA,"ELC","LW, RW",NHL,21,4.25,RFA,,,,,,,,True
Caleb Desnoyers C,3 RFA,"ELC50","C",Minor,19,4.225,4.225,4.225,RFA,,,,,,True
Michael Misa C,2 RFA,"ELC","C",NHL,19,4.225,4.225,RFA,,,,,,,True
Trevor Moore LW,2 UFA,"","LW, RW",NHL,31,4.2,4.2,UFA,,,,0,485,485,False
Dmitri Voronkov LW,1 RFA,"","LW",NHL,25,4.175,RFA,,,,,0,211,211,False
Dylan DeMelo D,2 UFA,"","RD",NHL,33,4.165,4.165,UFA,,,,0,718,718,False
Will Smith RW,1 RFA,"ELC","RW, LW, C",NHL,21,4.15,RFA,,,,,,,,True
Pius Suter C,1 UFA,"","C, LW",NHL,30,4.125,UFA,,,,,0,428,428,False
Alex Laferriere RW,2 RFA,"","RW, C, LW",NHL,24,4.1,4.1,RFA,,,,0,240,240,False
Beckett Sennecke RW,2 RFA,"ELC50","RW",NHL,20,4.05375,4.05375,RFA,,,,,,,True
Sam Malinski D,4 UFA,"NTC","RD, LD",NHL,28,4.0375,4.0375,4.0375,4.0375,UFA,,,,,False
Ian Cole D,1 UFA,"","LD",NHL,37,4.0375,UFA,,,,,0,990,990,False
Ville Koivunen RW,8 UFA,"","RW, LW",Minor,23,4.0,4.0,4.0,4.0,4.0,4.0,0,47,47,True
Jason Dickinson C,5 UFA,"NMC","C",NHL,31,4.0,4.0,4.0,4.0,4.0,UFA,,,,False
Ryan Donato LW,3 UFA,"M-NTC","LW, C, RW",NHL,30,4.0,4.0,4.0,UFA,,,,,,False
Noah Cates C,3 UFA,"","C, LW",NHL,27,4.0,4.0,4.0,UFA,,,0,317,317,False
Marcus Foligno LW,2 UFA,"M-NTC","LW, RW",NHL,35,4.0,4.0,UFA,,,,,,,False
Joonas Korpisalo G,2 UFA,"M-NTC","G",NHL,32,4.0,4.0,UFA,,,,0,334,334,False
Jack Roslovic RW,2 UFA,"","RW, C",NHL,29,4.0,4.0,UFA,,,,0,595,595,False
Jordan Greenway LW,1 UFA,"M-NTC","LW",NHL,29,4.0,UFA,,,,,,,,False
Ryan Hartman C,1 UFA,"M-NTC","C, RW",NHL,31,4.0,UFA,,,,,,,,False
Ross Colton LW,1 UFA,"M-NTC","LW, RW",NHL,29,4.0,UFA,,,,,,,,False
Nino Niederreiter LW,1 UFA,"","LW",NHL,33,4.0,UFA,,,,,0,1030,1030,False
Dawson Mercer RW,1 RFA,"","RW, C",NHL,24,4.0,RFA,,,,,0,410,410,False
Jake McCabe D,4 UFA,"NTC","LD, RD",NHL,32,3.995,3.995,3.995,3.995,UFA,,,,,False
Shane Wright C,1 RFA,"ELC","C",NHL,22,3.949167,RFA,,,,,,,,True
Alex Vlasic D,4 UFA,"","LD",NHL,25,3.91,3.91,3.91,3.91,UFA,,0,260,260,False
Rasmus Sandin D,3 UFA,"","LD, RD",NHL,26,3.91,3.91,3.91,UFA,,,0,382,382,False
Artem Zub D,1 UFA,"M-NTC","RD",NHL,30,3.91,UFA,,,,,,,,False
Will Cuylle LW,1 RFA,"","LW, RW",NHL,24,3.9,RFA,,,,,0,249,249,False
Trent Frederic RW,7 UFA,"NMC","RW, LW, C",NHL,28,3.85,3.85,3.85,3.85,3.85,3.85,,,,False
Ilya Mikheyev RW,4 UFA,"NTC","RW",NHL,31,3.85,3.85,3.85,3.85,UFA,,,,,False
Mackie Samoskevich LW,3 RFA,"","LW, RW",NHL,23,3.85,3.85,3.85,RFA,,,0,156,156,False
Kirill Marchenko RW,1 RFA,"","RW",NHL,26,3.85,RFA,,,,,0,292,292,False
Brett Kulak D,5 UFA,"NTC","LD",NHL,32,3.825,3.825,3.825,3.825,3.825,UFA,,,,False
Chris Tanev D,4 UFA,"NMC","RD",NHL,36,3.825,3.825,3.825,3.825,UFA,,,,,False
Cody Ceci D,3 UFA,"M-NTC","RD",NHL,32,3.825,3.825,3.825,UFA,,,,,,False
Michael Kesselring D,3 UFA,"","RD",NHL,26,3.825,3.825,3.825,UFA,,,0,190,190,False
Ryan Lindgren D,3 UFA,"M-NTC","LD",NHL,28,3.825,3.825,3.825,UFA,,,,,,False
Ryan Graves D,3 UFA,"M-NTC","LD",NHL,31,3.825,3.825,3.825,UFA,,,,,,False
Tony DeAngelo D,2 UFA,"M-NTC","RD",NHL,30,3.825,3.825,UFA,,,,,,,False
Matthew Schaefer D,2 RFA,"ELC","LD",NHL,18,3.80375,3.80375,RFA,,,,,,,True
Connor Zary LW,2 RFA,"","LW, C, RW",NHL,24,3.775,3.775,RFA,,,,0,191,191,False
Tyson Foerster LW,9 UFA,"","LW",NHL,24,3.75,7.1,7.1,7.1,7.1,7.1,0,195,195,False
Ryan Poehling C,4 UFA,"","C",NHL,27,3.75,3.75,3.75,3.75,UFA,,0,358,358,False
Anthony Stolarz G,4 UFA,"M-NTC","G",NHL,32,3.75,3.75,3.75,3.75,UFA,,0,168,168,False
Stuart Skinner G,2 UFA,"","G",NHL,27,3.75,3.75,UFA,,,,0,224,224,False
Max Domi C,2 UFA,"M-NTC","C, RW",NHL,31,3.75,3.75,UFA,,,,,,,False
Jake Neighbours LW,1 RFA,"","LW",NHL,24,3.75,RFA,,,,,0,280,280,False
John Marino D,9 UFA,"M-NTC","RD",NHL,29,3.74,5.7375,5.7375,5.7375,5.7375,5.7375,,,,False
Jake Middleton D,3 UFA,"M-NTC","LD",NHL,30,3.6975,3.6975,3.6975,UFA,,,,,,False
Alex Iafallo RW,2 UFA,"","RW",NHL,32,3.666667,3.666667,UFA,,,,0,663,663,False
Joseph Woll G,2 UFA,"","G",NHL,28,3.666667,3.666667,UFA,,,,0,117,117,False
Mattias Samuelsson D,4 UFA,"","LD, RD",NHL,26,3.642857,3.642857,3.642857,3.642857,UFA,,0,290,290,False
Barclay Goodrow LW,1 UFA,"M-NTC","LW",NHL,33,3.641667,UFA,,,,,,,,False
Simon Holmstrom RW,1 RFA,"","RW, LW",NHL,25,3.625,RFA,,,,,0,279,279,False
Erik Haula C,2 UFA,"NTC","C, LW",NHL,35,3.6,3.6,UFA,,,,,,,False
Andrew Mangiapane LW,1 UFA,"M-NTC","LW, RW",NHL,30,3.6,UFA,,,,,,,,False
Kirby Dach RW,1 UFA,"","RW, C",NHL,25,3.6,UFA,,,,,0,306,306,False
Alberts Smits D,3 RFA,"ELC50","LD",Minor,18,3.59125,3.59125,3.59125,RFA,,,,,,True
Artyom Levshunov D,1 RFA,"ELC","RD",NHL,20,3.59125,RFA,,,,,,,,True
Vincent Desharnais D,4 UFA,"","RD",NHL,30,3.57,3.57,3.57,3.57,UFA,,0,218,218,False
Mikey Anderson D,5 UFA,"M-NTC","LD",NHL,27,3.50625,3.50625,3.50625,3.50625,3.50625,UFA,,,,False
Dante Fabbro D,3 UFA,"M-NTC","RD, LD",NHL,28,3.50625,3.50625,3.50625,UFA,,,,,,False
Tommy Novak C,4 UFA,"","C, LW",NHL,29,3.5,4.65,4.65,4.65,UFA,,0,285,285,False
Scott Laughton C,3 UFA,"NTC","C",NHL,32,3.5,3.5,3.5,UFA,,,,,,False
Yakov Trenin LW,2 UFA,"","LW, RW",NHL,29,3.5,3.5,UFA,,,,0,457,457,False
Alex Kerfoot C,2 UFA,"","C, LW, RW",NHL,32,3.5,3.5,UFA,,,,0,639,639,False
Anthony Duclair LW,2 UFA,"M-NTC","LW, RW",NHL,31,3.5,3.5,UFA,,,,,,,False
Warren Foegele LW,1 UFA,"M-NTC","LW, RW",NHL,30,3.5,UFA,,,,,,,,False
Connor Murphy D,5 UFA,"NMC","RD",NHL,33,3.485,3.485,3.485,3.485,3.485,UFA,,,,False
Will Borgen D,4 UFA,"M-NTC","RD",NHL,29,3.485,3.485,3.485,3.485,UFA,,,,,False
Ryan McDonagh D,3 UFA,"","LD",NHL,37,3.485,3.485,3.485,UFA,,,0,1058,1058,False
Brandon Carlo D,1 UFA,"M-NTC","RD",NHL,29,3.485,UFA,,,,,,,,False
Jeremy Lauzon D,6 UFA,"NTC","LD",NHL,29,3.4,3.4,3.4,3.4,3.4,3.4,,,,False
Ryan Shea D,5 UFA,"NTC","LD",NHL,29,3.4,3.4,3.4,3.4,3.4,UFA,,,,False
Johnathan Kovacevic D,4 UFA,"NTC","RD",NHL,29,3.4,3.4,3.4,3.4,UFA,,,,,False
Tanner Jeannot LW,4 UFA,"NTC","LW",NHL,29,3.4,3.4,3.4,3.4,UFA,,,,,False
Mattias Ekholm D,3 UFA,"NMC","LD",NHL,36,3.4,3.4,3.4,UFA,,,,,,False
Mario Ferraro D,3 UFA,"M-NTC","LD, RD",NHL,27,3.4,3.4,3.4,UFA,,,,,,False
Brian Dumoulin D,2 UFA,"M-NTC","LD",NHL,34,3.4,3.4,UFA,,,,,,,False
Trevor van Riemsdyk D,2 UFA,"","RD",NHL,35,3.4,3.4,UFA,,,,0,751,751,False
Brenden Dillon D,1 UFA,"M-NTC","LD",NHL,35,3.4,UFA,,,,,,,,False
Joel Hofer G,1 RFA,"","G",NHL,26,3.4,RFA,,,,,0,115,115,False
Aliaksei Protas LW,3 UFA,"","LW",NHL,25,3.375,3.375,3.375,UFA,,,0,321,321,False
Jack Quinn RW,1 RFA,"","RW",NHL,24,3.375,RFA,,,,,0,260,260,False
Josh Manson D,2 UFA,"M-NTC","LD, RD",NHL,34,3.3575,3.3575,UFA,,,,,,,False
Dan Vladar G,6 UFA,"M-NTC","G",NHL,29,3.35,5.5,5.5,5.5,5.5,5.5,0,157,157,False
Michael McCarron C,6 UFA,"NMC","C",NHL,31,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,,,,False
Ben Chiarot D,3 UFA,"","LD",NHL,35,3.2725,3.2725,3.2725,UFA,,,0,805,805,False
Joel Edmundson D,2 UFA,"M-NTC","LD",NHL,33,3.2725,3.2725,UFA,,,,,,,False
Jaden Schwartz LW,3 UFA,"NMC","LW",NHL,34,3.25,3.25,3.25,UFA,,,,,,False
Arseni Gritsyuk LW,3 UFA,"","LW, RW",NHL,25,3.25,3.25,3.25,UFA,,,0,66,66,True
Ridly Greig RW,3 RFA,"","RW, LW, C",NHL,24,3.25,3.25,3.25,RFA,,,0,247,247,False
Mikael Backlund C,2 UFA,"NMC","C",NHL,37,3.25,3.25,UFA,,,,,,,False
Dakota Joshua LW,2 UFA,"M-NTC","LW, RW",NHL,30,3.25,3.25,UFA,,,,,,,False
Nicholas Robertson RW,2 RFA,"","RW, LW",NHL,24,3.25,3.25,RFA,,,,0,234,234,False
Michael Rasmussen C,2 UFA,"","C, LW, RW",NHL,27,3.2,3.2,UFA,,,,0,454,454,False
Alexandre Carrier D,1 UFA,"","RD",NHL,29,3.1875,UFA,,,,,0,369,369,False
Taylor Hall LW,2 UFA,"NMC","LW",NHL,34,3.166667,3.166667,UFA,,,,,,,False
Nicholas Paul C,3 UFA,"M-NTC","C, RW, LW",NHL,31,3.15,3.15,3.15,UFA,,,,,,False
Sam Montembeault G,1 UFA,"","G",NHL,29,3.15,UFA,,,,,0,231,231,False
Brayden McNabb D,2 UFA,"M-NTC","LD",NHL,35,3.1025,3.1025,UFA,,,,,,,False
Jordan Martinook RW,1 UFA,"M-NTC","RW, LW",NHL,34,3.075,UFA,,,,,,,,False
Sean Walker D,3 UFA,"M-NTC","RD",NHL,31,3.07275,3.07275,3.07275,UFA,,,,,,False
Evan Rodrigues C,1 UFA,"","C",NHL,33,3.01875,UFA,,,,,0,616,616,False
Eetu Luostarinen LW,9 UFA,"","LW, C",NHL,27,3.0,5.0,5.0,5.0,5.0,5.0,0,447,447,False
Mathieu Olivier RW,5 UFA,"M-NTC","RW",NHL,29,3.0,3.0,3.0,3.0,3.0,UFA,,,,False
Pierre Engvall LW,4 UFA,"M-NTC","LW",NHL,30,3.0,3.0,3.0,3.0,UFA,,,,,False
Cole Smith LW,3 UFA,"M-NTC","LW, RW",NHL,30,3.0,3.0,3.0,UFA,,,,,,False
Connor Brown RW,3 UFA,"NTC","RW",NHL,32,3.0,3.0,3.0,UFA,,,,,,False
Alex Nedeljkovic G,2 UFA,"","G",NHL,30,3.0,3.0,UFA,,,,0,219,219,False
Nils Hoglander LW,2 UFA,"","LW, RW",NHL,25,3.0,3.0,UFA,,,,0,331,331,False
Charlie Lindgren G,2 UFA,"","G",NHL,32,3.0,3.0,UFA,,,,0,170,170,False
Nic Dowd C,1 UFA,"","C",NHL,36,3.0,UFA,,,,,0,657,657,False
Nicolas Roy C,1 UFA,"","C, RW",NHL,29,3.0,UFA,,,,,0,443,443,False
Vladislav Namestnikov C,1 UFA,"","C, RW, LW",NHL,33,3.0,UFA,,,,,0,846,846,False
Luke Evangelista RW,1 RFA,"","RW",NHL,24,3.0,RFA,,,,,0,253,253,False
Scott Mayfield D,4 UFA,"NTC","RD",NHL,33,2.975,2.975,2.975,2.975,UFA,,,,,False
Olli Maatta D,2 UFA,"M-NTC","LD, RD",NHL,32,2.975,2.975,UFA,,,,,,,False
Nate Schmidt D,2 UFA,"M-NTC","LD",NHL,35,2.975,2.975,UFA,,,,,,,False
Oliver Ekman-Larsson D,2 UFA,"M-NTC","RD, LD",NHL,35,2.975,2.975,UFA,,,,,,,False
Vasily Podkolzin LW,3 UFA,"","LW",NHL,25,2.95,2.95,2.95,UFA,,,0,301,301,False
Danila Yurov C,2 RFA,"ELC","C, RW",NHL,22,2.95,2.95,RFA,,,,,,,True
Jordan Staal C,1 UFA,"NTC","C",NHL,37,2.91875,UFA,,,,,,,,False
Beck Malenstyn RW,6 UFA,"NTC","RW",NHL,28,2.916667,2.916667,2.916667,2.916667,2.916667,2.916667,,,,False
Mason Appleton RW,1 UFA,"","RW",NHL,30,2.9,UFA,,,,,0,465,465,False
Alex Newhook LW,1 RFA,"","LW, C",NHL,25,2.9,RFA,,,,,0,338,338,False
Jonas Siegenthaler D,2 UFA,"M-NTC","LD",NHL,29,2.89,2.89,UFA,,,,,,,False
Jake Evans C,3 UFA,"","C, LW",NHL,30,2.85,2.85,2.85,UFA,,,0,418,418,False
Porter Martone RW,2 RFA,"ELC","RW",NHL,19,2.845833,2.845833,RFA,,,,,,,True
Noel Acciari RW,2 UFA,"","RW",NHL,34,2.8,2.8,UFA,,,,0,585,585,False
Frederik Andersen G,1 UFA,"NMC","G",NHL,36,2.8,UFA,,,,,0,552,552,False
Arturs Silovs G,1 RFA,"","G",NHL,25,2.8,RFA,,,,,0,58,58,True
Kaedan Korczak D,4 UFA,"","RD",NHL,25,2.7625,2.7625,2.7625,2.7625,UFA,,0,155,155,False
Timothy Liljegren D,2 UFA,"","RD",NHL,27,2.7625,2.7625,UFA,,,,0,311,311,False
Ilya Lyubushkin D,1 UFA,"","RD, LD",NHL,32,2.7625,UFA,,,,,0,486,486,False
Arvid Soderblom G,1 UFA,"","G",NHL,27,2.75,UFA,,,,,0,112,112,False
Kevin Stenlund C,1 UFA,"","C",NHL,29,2.75,UFA,,,,,0,368,368,False
Stefan Noesen RW,1 UFA,"M-NTC","RW, LW",NHL,33,2.75,UFA,,,,,,,,False
Semyon Varlamov G,1 UFA,"M-NTC","G",NHL,38,2.75,UFA,,,,,0,621,621,False
Anthony Beauvillier RW,1 UFA,"","RW, LW",NHL,29,2.75,UFA,,,,,0,713,713,False
Bobby Brink RW,1 RFA,"","RW",NHL,25,2.75,RFA,,,,,0,214,214,False
Shayne Gostisbehere D,1 UFA,"M-NTC","LD, RD",NHL,33,2.72,UFA,,,,,,,,False
Mason Lohrei D,1 RFA,"","LD, RD",NHL,25,2.72,RFA,,,,,0,191,191,False
Ivan Demidov RW,9 UFA,"ELC","RW",NHL,20,2.65,9.15,9.15,9.15,9.15,9.15,,,,True
Olen Zellweger D,3 RFA,"","LD",NHL,22,2.635,2.635,2.635,RFA,,,0,164,164,False
Brandon Duhaime LW,3 UFA,"NTC","LW",NHL,29,2.6,2.6,2.6,UFA,,,,,,False
Kasperi Kapanen RW,1 UFA,"","RW",NHL,30,2.6,UFA,,,,,0,568,568,False
Michael Amadio LW,1 UFA,"","LW, RW",NHL,30,2.6,UFA,,,,,0,522,522,False
Jalen Chatfield D,1 UFA,"M-NTC","RD",NHL,30,2.57125,UFA,,,,,,,,False
Henri Jokiharju D,2 UFA,"","RD",NHL,27,2.55,2.55,UFA,,,,0,448,448,False
Brent Burns D,1 UFA,"","RD",NHL,41,2.55,UFA,,,,,0,1579,1579,False
Tyler Myers D,1 UFA,"M-NTC","RD",NHL,36,2.55,UFA,,,,,,,,False
Logan O'Connor RW,5 UFA,"M-NTC","RW",NHL,30,2.5,2.5,2.5,2.5,2.5,UFA,,,,False
Jeffrey Viel LW,5 UFA,"NTC","LW, RW",NHL,29,2.5,2.5,2.5,2.5,2.5,UFA,,,,False
Brett Howden LW,4 UFA,"","LW, C",NHL,28,2.5,2.5,2.5,2.5,UFA,,0,489,489,False
Martin Pospisil C,3 UFA,"","C, RW, LW",NHL,26,2.5,2.5,2.5,UFA,,,0,166,166,False
Miles Wood RW,3 UFA,"M-NTC","RW, LW",NHL,30,2.5,2.5,2.5,UFA,,,,,,False
Alexey Toropchenko LW,2 UFA,"","LW",NHL,27,2.5,2.5,UFA,,,,0,324,324,False
Brandon Tanev LW,2 UFA,"M-NTC","LW, RW",NHL,34,2.5,2.5,UFA,,,,,,,False
Keegan Kolesar RW,2 UFA,"","RW",NHL,29,2.5,2.5,UFA,,,,0,439,439,False
Alexandre Texier LW,2 UFA,"","LW, RW",NHL,26,2.5,2.5,UFA,,,,0,283,283,False
Teddy Blueger C,2 UFA,"","C",NHL,32,2.5,2.5,UFA,,,,0,453,453,False
Joel Armia RW,1 UFA,"","RW, LW",NHL,33,2.5,UFA,,,,,0,653,653,False
Drew O'Connor LW,1 UFA,"M-NTC","LW, RW",NHL,28,2.5,UFA,,,,,,,,False
Scott Wedgewood G,1 UFA,"","G",NHL,34,2.5,UFA,,,,,0,199,199,False
Cody Glass C,1 UFA,"","C",NHL,27,2.5,UFA,,,,,0,322,322,False
Casey Cizikas C,1 UFA,"","C",NHL,35,2.5,UFA,,,,,0,978,978,False
Brady Martin C,3 RFA,"ELC50","C",Junior,19,2.474167,2.474167,2.474167,RFA,,,,,,True
Garnet Hathaway RW,1 UFA,"","RW",NHL,34,2.4,UFA,,,,,0,672,672,False
Zack Ostapchuk C,4 UFA,"","C",NHL,23,2.35,2.35,2.35,2.35,UFA,,0,122,122,False
Jamie Benn RW,1 UFA,"NMC","RW, LW",NHL,37,2.35,UFA,,,,,,,,False
Zach Whitecloud D,2 UFA,"","RD",NHL,29,2.3375,2.3375,UFA,,,,0,399,399,False
Nick Perbix D,1 UFA,"","RD, LD",NHL,28,2.3375,UFA,,,,,0,299,299,False
Yanni Gourde C,5 UFA,"NTC","C",NHL,34,2.333333,2.333333,2.333333,2.333333,2.333333,UFA,,,,False
Nick Seeler D,2 UFA,"","LD",NHL,33,2.295,2.295,UFA,,,,0,453,453,False
Blake Lizotte C,3 UFA,"","C",NHL,28,2.25,2.25,2.25,UFA,,,0,434,434,False
Linus Karlsson RW,2 UFA,"","RW, C",NHL,26,2.25,2.25,UFA,,,,0,106,106,False
Connor Dewar LW,2 UFA,"","LW, C",NHL,27,2.25,2.25,UFA,,,,0,316,316,False
